created_at,text,sentiment_polarity,sentiment_label
2022-08-06 08:00:01+00:00,Download BitQuark client start mining trading today BTQ BTC QRK,0.0,Neutral
2022-08-06 08:00:01+00:00,Core Scientific increased Bitcoin production 10 July amid Texas power cuts via CRYPTO DeFi NFT NFTs Bitcoin Altcoins Metaverse DAOs Cryptonews Bitcoinnews ETH BTC Money,0.0,Neutral
2022-08-06 08:00:00+00:00,Everyday KTO getting closer hitting goal getting listed BitMart thanks lovely community set donation wallet donating wish help would appreciated LFG crypto cex bitcoin BTC,0.175,Positive
2022-08-06 08:00:00+00:00,strategy 6018OC4h atr20d 113502 06 Aug 2022 080000 UTC 📘 None 170000 JST 245200 longentrytrigger gt 231997 markprice BTCUSD 211935 shortentrytrigger BTCUSD inverse contract Bybit,0.0,Neutral
2022-08-06 08:00:00+00:00,Bitcoin price 2320033 Increased 005 last 24hs BTC BTC Bitcoin,0.0,Neutral
2022-08-06 08:00:00+00:00,AI trading session based DeepR BTC prediction signal Session profit 525 USD Session uptime 773 hours Exchange Maker fees 001 rebate bitcoin BTC trading cryptocurrency,0.0,Neutral
2022-08-06 07:59:59+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:52+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:51+00:00,Current Bitcoin price 2320055 USD Follow recent Bitcoin price updates BTC crypto cryptocurrency Source Blockchain,0.0,Neutral
2022-08-06 07:59:49+00:00,See past results Join free discord Join paid section blockchain crypto cryptocurrency bitcoin ethereum ripple litecoin LTC ETH NEO forex xrp xbt btc,0.07500000000000001,Positive
2022-08-06 07:59:48+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:59:46+00:00,Someone transfered 682066 BTC 158M USD 𝗦𝗲𝗻𝗱𝗲𝗿 3BQyKj2LaJ45yT1RLLPAb1nkTheQyEHoPd Balance 000 BTC 0 USD 𝗥𝗲𝗰𝗶𝗲𝘃𝗲𝗿 397cQQKTGGWgjmRp8dErEcMRCkVWuaBDp5 Balance 682066 BTC 158244200 USD,0.0,Neutral
2022-08-06 07:59:44+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:41+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:59:40+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:59:38+00:00,Everyone trade accumulate TOLUSDT pair There ongoing trading competition stand chance Winning 1000 Worth TOL Token TOKLOK Giveaway BTC,0.4,Positive
2022-08-06 07:59:36+00:00,Authentic rare 30cm Ombré Lizard Birkin handbag behalf one clients On offer 075 Bitcoin SUBSTANTIALLY market value Available us via Escrow BTC Hermes,0.4000000000000001,Positive
2022-08-06 07:59:36+00:00,updated price XRP BNB TRX XRP 03751 USD BNB 001358 BTC TRX 4074e05 ETH I tweet updated prices follow get recent updates cryptocurrency crypto,0.0,Neutral
2022-08-06 07:59:36+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:34+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:59:31+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:59:30+00:00,EOS Eosio Crypto BUY CRYPTO RISING ADA HNT ONTBTC ATOM IOT XTZ XRP STXk NEXO KLAY AAVE MATIC ONT CRO BTC,0.0,Neutral
2022-08-06 07:59:27+00:00,What Zilliqa ZIL What Advantages Disadvantages ➤ BTC altcoins ETH SolanaGiveaways AirdropCrypto SOL cryptocurrecy,0.0,Neutral
2022-08-06 07:59:27+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:25+00:00,Join us Best Crypto Traders Group🤑💰 Discord 👉 14 Days Free Trial BTC ETH BCH ENS XRP ENS JBAR ZEC C98 ALICE SOL APE SNX DOT LINK MATIC CryptoMarket CryptoNews BUSD XRP USTD,0.7,Positive
2022-08-06 07:59:22+00:00,Why I suggesting BTCpay Because worth btcpay bitcoinpay crypto bitcoin btc,0.3,Positive
2022-08-06 07:59:22+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:59:20+00:00,🇮🇳 बिटकॉइनBTC आर्बिट्रेज संभावना ‼ ✅BestAsk ExchangeWazirx ⬇Price BUY 1BTC 1890000 INR ✅BestBid ExchangeZebpay ⬆Price SELL 1BTC 1922000 INR 💰💴Trading Profit💴💰32000 INR Bitcoin BTC India BTCINR Arbitrage,0.0,Neutral
2022-08-06 07:59:19+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:19+00:00,4 hour top movers report blockchain crypto cryptocurrency kripto kriptopara trading rixx binance bnb bitcoin btc ethereum eth,0.5,Positive
2022-08-06 07:59:18+00:00,Check STURDY token canwill give SHIBLIKE gains nearest future huge things planned STURDY make us skyrocket possibly memecoin 🚀🚀 STURDY btc bnb doge LUNA ETH,0.13333333333333336,Positive
2022-08-06 07:59:14+00:00,Ethereum price update ETH 17184 USD Bitcoin 007412155348147867 BTC Follow recent ETH price updates altcoin cryptocurrency crypto,0.0,Neutral
2022-08-06 07:59:13+00:00,BTC update I think BTC goes 2500026500 Analysis,0.0,Neutral
2022-08-06 07:59:12+00:00,According Glassnode 65 circulating Bitcoins 1235 million BTC moved least year,-0.3,Negative
2022-08-06 07:59:12+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:09+00:00,Three Words describe BTCpay 1 Secure 2 Reliable 3 Simple So try btcpay cryptocurrency bitcoin btc bitcoinpay crypto,0.2,Positive
2022-08-06 07:59:09+00:00,goes McDonalds mine Bitcoin Crypto BTC BSCGem AUSMTV2,0.0,Neutral
2022-08-06 07:59:04+00:00,3GPtvVD9kc3C8mst3z7At32Ytz9qdkwrgS My BTC Address Please I Am Begging For Help My Debt Is Killing Me I Cant Take This Stress Anymore I Am Frustrated Because Of My Financial Condition I Have No Choice Any Amount huge Help Plz Help Me Please Just Once I Want Peace pls 🙏,-0.09999999999999996,Negative
2022-08-06 07:59:01+00:00,A community based project 🔸Join us🔸 A great support community solid project LFG 🔥🔥🔥 Super Bullish ShibaGrow SquidGrow BSC BNB cryptocurrency crypto BTC ETH BSCGEMS 100XGEMS DOGE SHIBA SHIB,0.37777777777777777,Positive
2022-08-06 07:59:00+00:00,This awesome comic deserves attention BTC romance cute,0.5833333333333334,Positive
2022-08-06 07:58:58+00:00,SUI Token Presale How buy SUI Coin Presale via sui btc eth,0.0,Neutral
2022-08-06 07:58:58+00:00,When Taiwan happens BTC go 11K,0.0,Neutral
2022-08-06 07:58:55+00:00,The best site obtain DeFi Smart Contracts completely decentralized layer Join today earn tremendous gitshock GTFX DeFi BTC TG WEB airdrop 0500 TRX 50,0.4119047619047619,Positive
2022-08-06 07:58:55+00:00,With make purchase directly using debit card Buy BTC ETH altcoin BTC,0.1,Positive
2022-08-06 07:58:50+00:00,Current Bitcoin price 2320700 USD Follow recent Bitcoin price updates BTC crypto cryptocurrency Source Bitstamp,0.0,Neutral
2022-08-06 07:58:48+00:00,Someone transfered 487715 BTC 113M USD 𝗦𝗲𝗻𝗱𝗲𝗿 33Z1RuVcRoeSHiez2u5jRGc8bBt1yKaiUE Balance 000 BTC 0 USD 𝗥𝗲𝗰𝗶𝗲𝘃𝗲𝗿 35pVtTS7d5QdHS9Nk8CfYFsWGEFU8aADeN Balance 487711 BTC 113165623 USD,0.0,Neutral
2022-08-06 07:58:46+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:58:44+00:00,Great news guys I found new crypto huge support excellent roadmap everything indicates better future join WorkQuest WQT WUSD WorkNet WorkQuestApp blockchian crypto cryptolife BTC BNB ETH digitalization digitalassets saving BinanceSmartChain,0.4727272727272727,Positive
2022-08-06 07:58:39+00:00,ROBOTICSONLINE ANKR AND WEB 3 DEVELOPMENT EmilyNews invest HYIPs bitcoin crypto btc,0.0,Neutral
2022-08-06 07:58:39+00:00,huge commission per transaction transact 5X mini Leverage u trade X1 X2 x3 etc minimul per trade 10 let u get rekt 500x dont use btc crypto scam stormgainisascam ScamAlert ETH X500Leverage,0.4000000000000001,Positive
2022-08-06 07:58:39+00:00,MARKETS NEWS 11T CRYPTO MARKET CAP RESISTANCE TO HOLD EmilyNews invest HYIPs bitcoin crypto btc,0.0,Neutral
2022-08-06 07:58:38+00:00,CAUTION NFTLAND PRO OUTSIDE PROJECT 50 SCAM SIGNALS CHECK STATUS UPDATES EmilyNews invest HYIPs bitcoin crypto btc,0.0,Neutral
2022-08-06 07:58:37+00:00,I HOPE BTC BEARS TAKING COVER TONIGHT,0.0,Neutral
2022-08-06 07:58:34+00:00,updated price QTUM ETH SOL QTUM 4133 USD ETH 0074163 BTC SOL 002347 ETH I tweet updated prices follow get recent updates cryptocurrency crypto,0.0,Neutral
2022-08-06 07:58:33+00:00,Why I suggesting BTCpay Because worth btcpay bitcoinpay crypto bitcoin btc,0.3,Positive
2022-08-06 07:58:31+00:00,Current Polygon price Alert Matic 093226 USD BTC 4017401009672255e05 ETH 00005417187218538813 Follow recent Matic price updates altcoin crypto cryptocurrency,0.0,Neutral
2022-08-06 07:58:30+00:00,SUI Token Presale How buy SUI Coin Presale via sui btc eth,0.0,Neutral
2022-08-06 07:58:24+00:00,BTCampamp ETH started free fall couldnt resist buy Asked,0.4,Positive
2022-08-06 07:58:19+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:58:19+00:00,Three Words describe BTCpay 1 Secure 2 Reliable 3 Simple So try btcpay cryptocurrency bitcoin btc bitcoinpay crypto,0.2,Positive
2022-08-06 07:58:18+00:00,Aptos Token Presale How buy APT Coin Presale via aptos btc eth,0.6,Positive
2022-08-06 07:58:16+00:00,Someone transfered 342928 BTC 80M USD 𝗦𝗲𝗻𝗱𝗲𝗿 33Ts9uNAVcjdMsrNPYydCasSx59siQYb96 Balance 000 BTC 0 USD 𝗥𝗲𝗰𝗶𝗲𝘃𝗲𝗿 3A4Kpnp34qCnnP96L1kPbr2faUsoTmoxLr Balance 342925 BTC 79581595 USD,0.0,Neutral
2022-08-06 07:58:15+00:00,WE WILL HAVE ETH BRIGE AND WE POTENTIALLY WILL CONTINUE TO GROW AND TO THE MOON 🔥🔥🚀🚀 CMC amp CGC SOON 🔥🔥 ShibaGrow SquidGrow BSC BNB cryptocurrency crypto BTC ETH BSCGEMS 100XGEMS DOGE SHIBA SHIB,0.0,Neutral
2022-08-06 07:58:13+00:00,Ethereum price update ETH 172127 USD Bitcoin 007416645840694237 BTC Follow recent ETH price updates altcoin cryptocurrency crypto,0.0,Neutral
2022-08-06 07:58:08+00:00,Bitcoin Last Price 23194 BTC 🚀 Daily Indicators •Pivot Fibonacci Support 1 20003 S2 18603 S3 16337 Middle 22269 Resistance 1 24535 Ethereum Last Price 1720 ETH •Pivot S1 1192 S2 1009 S3 712 M 1490 R1 1787 Crypto DeFi 36 191168,0.0,Neutral
2022-08-06 07:58:07+00:00,Dont miss CELL A good project low mc 2022 web3 BTC binance,0.35,Positive
2022-08-06 07:58:04+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:58:02+00:00,HARD HARDPUMP HARD📈Web3 BNB BSC DeFi Bitcoin BinanceSmartChain binance btc eth USDTether Btc altcoin…,-0.2916666666666667,Negative
2022-08-06 07:58:00+00:00,Amazon Roomba developer iRobot finalized merger agreement see Amazon acquiring consumer robot manufacturer gainwithstewartilondanga AR AI MR XR NFTs BTC CRO xrp DeFi FFTB Web3 SaaS MLOps Space DevOps fintech Bitcoin NFTsales PS5,0.0,Neutral
2022-08-06 07:57:58+00:00,Always remember Not key 🔑 money CRYPTO btc eth crypto,0.0,Neutral
2022-08-06 07:57:57+00:00,BTC amp ETH TRADE UPDATE,0.0,Neutral
2022-08-06 07:57:53+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:57:53+00:00,MITH I asked update MITH Still point worry HODLERS still hold Cheers cryptotrading Cryptos cryptocurrencies Crypto binance Houbi Kucoin BTC ETHEREUM BTC,0.0,Neutral
2022-08-06 07:57:50+00:00,Current Bitcoin price 2319265 USD Follow recent Bitcoin price updates BTC crypto cryptocurrency Source Binance,0.0,Neutral
2022-08-06 07:57:46+00:00,EOS Eosio Crypto BUY Will RİSE XRP FIL BTC EOS ICX BTC DOGE IOT XRP BTC ZEN SUSHI IOST BCH ICP,0.0,Neutral
2022-08-06 07:57:46+00:00,Someone transfered 129184 BTC 30M USD 𝗦𝗲𝗻𝗱𝗲𝗿 3CLoTQVhdePgVjvnVuPgYkcE9gHHuFrFcD Balance 000 BTC 0 USD 𝗥𝗲𝗰𝗶𝗲𝘃𝗲𝗿 3AqyZ6hDcxkQGx5hyNdvZ1rHhNDfShUKtc Balance 129181 BTC 29979935 USD,0.0,Neutral
2022-08-06 07:57:42+00:00,Just Check BASED DEV BASED communityWE Aim Millions hold nice Floor 🔥💎 Our nfts getting 5cashback trade💯🔥 apegrow bnb ntf CG CMC squidgrow shiba memecoin GEM nft 1000xgem Bullish binance gateio ETH btc,0.6,Positive
2022-08-06 07:57:40+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:57:38+00:00,Long term targets could around 50 next bull market cycle However manage risk cryptos fluctuate heavily 135 closing look entry near 1 burger burger Ethereum BSCGems BNBChain BSCGemsAlert Bitcoin btc decentralizedfinance DeFi,-0.0375,Negative
2022-08-06 07:57:37+00:00,💸 200 Giveaway Round 1💸 Well select 5 winners randomly award 40 account Rules 👇 1️⃣ Must Follow amp 2️⃣ Tag 5 friends 3️⃣ Like amp Retweet Winners picked 48 hours Good luck 💚 CRYPTO NFT APE ETH BTC BNB USDT,0.0,Neutral
2022-08-06 07:57:34+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:57:31+00:00,updated price XRP AVAX TRX XRP 03751 USD AVAX 00010858 BTC TRX 4072e05 ETH I tweet updated prices follow get recent updates cryptocurrency crypto,0.0,Neutral
2022-08-06 07:57:31+00:00,Someone transfered 112866 BTC 26M USD 𝗦𝗲𝗻𝗱𝗲𝗿 36LewfhtoqUvizEsFiN7f6qmggvRs3kDvx Balance 000 BTC 0 USD 𝗥𝗲𝗰𝗶𝗲𝘃𝗲𝗿 31k2LFbMh1RMeiRrJbgiyAenRFtzuwNA6e Balance 112860 BTC 26193963 USD,0.0,Neutral
2022-08-06 07:57:29+00:00,A interesting amazing project pontential lets go BUY BUY BUY Dont miss opportunity guysss 🔥🚀 ShibaGrow SquidGrow BSC BNB cryptocurrency crypto BTC ETH BSCGEMS 100XGEMS DOGE SHIBA SHIB,0.55,Positive
2022-08-06 07:57:29+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:57:28+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:57:22+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:57:21+00:00,Bitcoin Average RSI 51 Neutral Current Price 23234 Bitcoin BTC RsiBitcoin BTC,-0.075,Negative
2022-08-06 07:57:16+00:00,IF YOU MISSED SQUID GROW DONT MISS ALSO SHIBA GROW BASED DEV AND WE TRENDING NO3 DEXTOOL🔥🔥🚀 ShibaGrow SquidGrow BSC BNB cryptocurrency crypto BTC ETH BSCGEMS 100XGEMS DOGE SHIBA SHIB,0.0,Neutral
2022-08-06 07:57:15+00:00,If anyone ask coin would mooning days My answer would straightly btcpay bitcoinpay btcpay btc crypto,0.2,Positive
2022-08-06 07:57:15+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:57:14+00:00,Current Bitcoin Price 23209 BTC Crypto,0.0,Neutral
2022-08-06 07:57:13+00:00,Ethereum price update ETH 172302 USD Bitcoin 007417787 BTC Follow recent ETH price updates altcoin cryptocurrency crypto,0.0,Neutral
2022-08-06 07:57:13+00:00,Upcoming 20222023 2024 shock world NFTs Collection Check Never seen NFTs Trust blow mind NFTCommunity NFTartist NFT Bitcoin BTC cryptocurrecy,0.0,Neutral
2022-08-06 07:57:11+00:00,What Will Happen To Bitcoin This Weekend BTC Bitcoin cryptocurrencies cryptoworldwide Crypto,0.0,Neutral
2022-08-06 07:57:08+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:57:08+00:00,Bitcoin Last Price 23204 BTC 🚀 Daily Indicators •Variation since 00h00UTC 044 •MACD MACD Line 353 Signal Line 342 Ethereum Last Price 1720 ETH •Variation 093 •MACD MACD Line 93 Signal Line 93 Blockchain Web3 26 191167,0.0,Neutral
2022-08-06 07:57:07+00:00,HOLA MATES CHANANDEARN IS GOING TO BE THE NEXT 100XGEM CHATANDEARN HAS UNLIMITED UTILITIES AND THE COMMUNITY IS GETTING BIGGER MANY PEOPLE ARE MAKING PROFIT AS THE NAME SAY CHAT AND EARN BSC BTC 1000XGEM,0.16666666666666666,Positive
2022-08-06 07:56:59+00:00,HOLA MATES CHANANDEARN IS GOING TO BE THE NEXT 100XGEM CHATANDEARN HAS UNLIMITED UTILITIES AND THE COMMUNITY IS GETTING BIGGER MANY PEOPLE ARE MAKING PROFIT AS THE NAME SAY CHAT AND EARN BSC BTC 1000XGEM,0.16666666666666666,Positive
2022-08-06 07:56:59+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:56:54+00:00,HOLA MATES CHANANDEARN IS GOING TO BE THE NEXT 100XGEM CHATANDEARN HAS UNLIMITED UTILITIES AND THE COMMUNITY IS GETTING BIGGER MANY PEOPLE ARE MAKING PROFIT AS THE NAME SAY CHAT AND EARN BSC BTC 1000XGEM,0.16666666666666666,Positive
2022-08-06 07:56:54+00:00,Good morning Hodlers lunc doge amc gme btc eth xrp bnb wkhs,0.7,Positive
2022-08-06 07:56:54+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:56:49+00:00,Current Bitcoin price 2320787 USD Follow recent Bitcoin price updates BTC crypto cryptocurrency Source Blockchain,0.0,Neutral
2022-08-06 07:56:48+00:00,LunaGens 1000xgems ’ miss BRC20 BRISE BITGERT BRISECHAIN KISHUINU SHINJA SAITAMAINU PITBULL BTC ETHEREUM BINANCE CARDANO SOLANO DeFi BabyDoge catcoin shib dogecoin FTM AVAX FTM,0.0,Neutral
2022-08-06 07:56:47+00:00,HOLA MATES CHANANDEARN IS GOING TO BE THE NEXT 100XGEM CHATANDEARN HAS UNLIMITED UTILITIES AND THE COMMUNITY IS GETTING BIGGER MANY PEOPLE ARE MAKING PROFIT AS THE NAME SAY CHAT AND EARN BSC BTC 1000XGEM,0.16666666666666666,Positive
2022-08-06 07:56:44+00:00,Definitely feels like going break 0002 today🔥🔥 LFG Crypto BTC BSCGem AUSMTV2,0.0,Neutral
2022-08-06 07:56:42+00:00,HOLA MATES CHANANDEARN IS GOING TO BE THE NEXT 100XGEM CHATANDEARN HAS UNLIMITED UTILITIES AND THE COMMUNITY IS GETTING BIGGER MANY PEOPLE ARE MAKING PROFIT AS THE NAME SAY CHAT AND EARN BSC BTC 1000XGEM,0.16666666666666666,Positive
